Name,Team,Pos,GP,G,A,P,PIM,X,TOIGP,TOIES,TOIPP,TOISH,ESG,PPG,SHG,GWG,OTG,SHOUTG,ESA,PPA,SHA,GWA,OTA,ESP,PPP,SHP,GWP,OTP,PPPPCT,GGP,AGP,PGP,SHOTS,SHPCT,HITS,BS
Connor Murphy,CHI,D,1,0,0,0,0,0,19:47,18:07,0:07,1:33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,2,4
Scott Wedgewood,DAL,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Derek Forbort,BOS,D,1,0,0,0,0,-1,16:48,13:21,0:12,3:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,5
Kevin Gravel,NSH,D,1,0,0,0,0,1,14:16,14:16,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,1
Jon Merrill,MIN,D,1,0,0,0,0,0,12:31,12:31,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,1
Josh Archibald,PIT,F,1,0,0,0,0,-1,11:40,9:32,0:00,2:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,0
Erik Haula,NJD,C,1,0,0,0,0,-1,18:34,15:48,0:49,1:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,2,3
Brian Dumoulin,PIT,D,1,0,0,0,0,-1,20:47,16:48,0:00,3:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,0,1
Ville Husso,DET,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Juuse Saros,NSH,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Saku Mäenalanen,WPG,F,1,0,0,0,0,0,11:50,9:36,0:00,2:14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,2
Ilya Lyubushkin,BUF,D,1,0,0,0,2,-2,16:22,13:20,0:10,2:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,1
Hampus Lindholm,BOS,D,1,0,0,0,4,0,20:56,20:03,0:40,0:13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Cody Ceci,EDM,D,1,0,0,0,0,0,18:22,14:27,0:00,3:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,0
Nathan Walker,STL,F,1,0,0,0,0,1,7:15,7:15,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,2,0
Nate Schmidt,WPG,D,1,0,0,0,0,0,20:37,19:46,0:00,0:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,1
Colin Miller,DAL,D,1,0,0,0,0,0,18:57,18:18,0:39,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,1
Colton Sissons,NSH,F,1,0,0,0,0,-1,17:02,16:21,0:41,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,0
Stefan Noesen,CAR,F,1,0,0,0,0,-1,14:40,11:18,3:22,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,5,1
Jordan Martinook,CAR,F,1,0,0,0,0,0,14:07,13:19,0:00,0:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Vladislav Namestnikov,TBL,F,1,0,0,0,0,0,10:53,10:19,0:00,0:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,2,2
Brock McGinn,PIT,F,1,0,0,0,0,0,12:09,8:19,0:00,3:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Alex Belzile,MTL,F,1,0,0,0,0,0,9:34,9:34,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,0
Nikita Zadorov,CGY,D,1,0,0,0,0,2,20:49,17:53,0:11,2:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,2,2
Roope Hintz,DAL,F,1,0,0,0,0,-3,18:30,13:18,4:27,0:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,1
Nick Jensen,WSH,D,1,0,0,0,0,0,23:41,21:10,0:15,2:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,4
Marcus Pettersson,PIT,D,1,0,0,0,2,-1,16:29,14:05,0:24,2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,1
Adam Pelech,NYI,D,1,0,0,0,0,-2,24:17:00,21:46,0:05,2:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,1
Curtis Lazar,VAN,F,1,0,0,0,0,0,14:09,9:51,0:00,4:18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,2,2
Anthony Mantha,WSH,F,1,0,0,0,0,1,14:26,14:26,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,0
David Kämpf,TOR,C,1,0,0,0,0,-2,13:43,8:23,0:00,5:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
David Pastrnak,BOS,F,1,0,0,0,0,0,22:29,18:51,3:38,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,0,0
Pavel Zacha,BOS,F,1,0,0,0,0,0,17:13,14:32,0:35,2:06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,3,0
Vladislav Gavrikov,CBJ,D,1,0,0,0,0,0,21:54,20:20,0:00,1:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,2,1
Ivan Barbashev,STL,F,1,0,0,0,2,-1,15:38,10:56,3:27,1:15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,4,0
Erik Cernak,TBL,D,1,0,0,0,0,1,17:36,13:28,0:00,4:08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,0
Matt Grzelcyk,BOS,D,1,0,0,0,0,1,18:52,18:37,0:15,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,1
Brett Pesce,CAR,D,1,0,0,0,0,-4,20:24,19:36,0:00,0:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,0
Brady Skjei,CAR,D,1,0,0,0,0,-4,23:11,19:50,2:33,0:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,4,0.00%,5,0
Andrew Copp,DET,F,1,0,0,0,0,1,16:48,12:34,2:49,1:25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,1
Hudson Fasching,NYI,F,1,0,0,0,0,1,9:03,9:03,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,1
Tyler Motte,OTT,F,1,0,0,0,0,-1,10:45,8:24,0:00,2:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,4,0
Jaccob Slavin,CAR,D,1,0,0,0,0,-1,21:00,21:00,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,0,1
Sebastian AhoCAR,CAR,C,1,0,0,0,0,-2,18:55,15:32,3:23,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,3,0
Jordan Oesterle,DET,D,1,0,0,0,2,0,14:50,14:50,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,4
Conor Sheary,WSH,F,1,0,0,0,0,0,15:04,12:16,0:53,1:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,1,0
Phil Di Giuseppe,VAN,F,1,0,0,0,0,0,13:00,8:51,0:00,4:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,5,0.00%,0,0
Bryan Rust,PIT,F,1,0,0,0,0,-1,17:21,11:55,5:00,0:26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Carter Verhaeghe,FLA,F,1,0,0,0,0,-2,17:00,14:32,2:28,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,5,0.00%,0,2
Ryan Pulock,NYI,D,1,0,0,0,0,-2,24:27:00,22:53,0:00,1:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,2,1
Andreas Athanasiou,CHI,F,1,0,0,0,0,-1,15:06,13:47,1:19,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,4,0.00%,0,1
Denis Guryanov,DAL,F,1,0,0,0,0,0,9:18,9:18,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,0
Kirill Kaprizov,MIN,F,1,0,0,0,2,1,24:05:00,21:00,3:05,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,0
Patrik Laine,CBJ,F,1,0,0,0,0,-1,17:00,10:45,6:15,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,3,0
Niko Mikkola,NYR,D,1,0,0,0,0,2,17:48,17:48,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,1
Gustav Forsling,FLA,D,1,0,0,0,0,0,22:44,18:40,1:27,2:37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,4
Andreas Englund,COL,D,1,0,0,0,7,1,13:51,11:59,0:00,1:52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,1
Andrei Kuzmenko,VAN,F,1,0,0,0,0,0,10:35,10:17,0:18,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,1
Chris Tierney,FLA,F,1,0,0,0,0,0,6:04,6:04,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,0
Trevor Van Riemsdyk,WSH,D,1,0,0,0,0,0,21:14,19:14,0:00,2:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,2
Frederick Gaudreau,MIN,F,1,0,0,0,0,0,17:19,16:22,0:23,0:34,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,2
Pheonix Copley,LAK,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Mackenzie Weegar,CGY,D,1,0,0,0,2,3,20:20,16:05,3:18,0:57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,5,2
Connor Hellebuyck,WPG,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Pierre Engvall,TOR,F,1,0,0,0,0,-1,10:02,10:02,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,0
Barclay Goodrow,NYR,F,1,0,0,0,0,-1,13:24,11:25,0:00,1:59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,2
Kevin Stenlund,WPG,C,1,0,0,0,2,0,10:07,8:30,0:03,1:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,2
Vitek Vanecek,NJD,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Travis Sanheim,PHI,D,1,0,0,0,0,0,17:34,16:22,0:00,1:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,0
Travis Konecny,PHI,F,1,0,0,0,0,0,21:54,21:09,0:00,0:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,1
Mathew Barzal,NYI,F,1,0,0,0,0,-2,22:01,19:19,2:42,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,1,0
Brayden Point,TBL,F,1,0,0,0,0,0,20:13,20:06,0:00,0:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,1
Ivan Provorov,PHI,D,1,0,0,0,0,-1,23:27,22:39,0:00,0:48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,2
Sonny Milano,WSH,F,1,0,0,0,0,-1,10:18,10:18,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,1
Noah Hanifin,CGY,D,1,0,0,0,0,1,24:59:00,19:51,2:34,2:34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,5,0.00%,0,2
Alex Tuch,BUF,F,1,0,0,0,0,-1,18:51,13:22,3:06,2:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Denis Malgin,COL,F,1,0,0,0,0,0,6:07,6:07,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,0
Jonas Siegenthaler,NJD,D,1,0,0,0,4,0,15:59,15:55,0:04,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,4
Spencer Martin,VAN,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Nick Ritchie,ARI,F,1,0,0,0,0,-2,13:52,10:36,3:16,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Artyom Zub,OTT,D,1,0,0,0,2,-2,19:27,18:37,0:00,0:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,6,2
Dominik Kubalik,DET,F,1,0,0,0,0,1,15:06,11:13,3:53,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,2,1
Pius Suter,DET,F,1,0,0,0,0,0,10:44,9:19,0:03,1:22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,1
Alexandar Georgiev,COL,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Travis Boyd,ARI,C,1,0,0,0,0,-3,14:09,9:25,2:23,2:21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,0
Max Domi,CHI,C,1,0,0,0,0,0,19:21,15:06,4:15,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,1
Miles Wood,NJD,F,1,0,0,0,2,0,10:35,9:47,0:48,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,3,0
Anthony DeAngelo,PHI,D,1,0,0,0,0,0,18:49,18:49,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,2,3
Brandon Carlo,BOS,D,1,0,0,0,0,0,17:21,14:21,0:11,2:49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,1
Justin Holl,TOR,D,1,0,0,0,2,-3,18:39,14:12,0:00,4:27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,2
Karel Vejmelka,ARI,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Brandon Montour,FLA,D,1,0,0,0,0,0,25:08:00,18:44,6:24,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,4,0.00%,0,0
Christian Dvorak,MTL,F,1,0,0,0,0,1,17:39,14:34,1:02,2:03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,2
Yakov Trenin,NSH,F,1,0,0,0,0,0,15:30,15:30,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,4,0
Ethan Bear,VAN,D,1,0,0,0,2,-1,16:27,13:01,0:17,3:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,1
Thomas Chabot,OTT,D,1,0,0,0,2,-4,21:30,16:36,4:54,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,3,3
Pierre-Luc Dubois,WPG,C,1,0,0,0,0,0,18:55,16:17,2:31,0:07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,5,0.00%,0,1
Mikhail Sergachyov,TBL,D,1,0,0,0,2,1,22:09,20:15,0:00,1:54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,4
Nico Hischier,NJD,C,1,0,0,0,0,1,20:09,16:46,1:52,1:31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,0,1
Christian Fischer,ARI,F,1,0,0,0,0,-2,13:54,10:35,0:00,3:19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,0,1
Jordan Greenway,MIN,F,1,0,0,0,0,-1,15:28,15:24,0:00,0:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,2
Caleb Jones,CHI,D,1,0,0,0,0,-2,18:28,17:00,1:28,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,4,2
Charlie McAvoy,BOS,D,1,0,0,0,0,0,25:56:00,21:18,3:15,1:23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,5
Noel Acciari,STL,C,1,0,0,0,0,-2,13:55,11:38,0:05,2:12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,4,0
Evan Rodrigues,COL,F,1,0,0,0,2,-1,18:26,18:07,0:10,0:09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,7,0.00%,0,0
Ryan Lomberg,FLA,F,1,0,0,0,5,0,10:52,10:37,0:15,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,2,0
Kurtis MacDermid,COL,D,1,0,0,0,0,-1,10:29,9:25,0:00,1:04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,0
Ryan Graves,NJD,D,1,0,0,0,0,-1,25:19:00,21:51,0:00,3:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,3,0.00%,2,4
Josh Brown,ARI,D,1,0,0,0,0,-3,12:58,10:03,0:00,2:55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,1
Filip Gustavsson,MIN,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Timothy Liljegren,TOR,D,1,0,0,0,0,1,16:40,14:24,0:00,2:16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Casey DeSmith,PIT,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Samuel Montembeault,MTL,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Conor Garland,VAN,F,1,0,0,0,0,0,12:22,12:22,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,0
Jeremy Lauzon,NSH,D,1,0,0,0,0,-1,19:03,19:03,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,9,0
Nicolas Aube-Kubel,WSH,F,1,0,0,0,0,0,10:40,10:40,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,5,0
Julien Gauthier,NYR,F,1,0,0,0,0,-1,10:56,10:56,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,1,0
Yegor Sharangovich,NJD,F,1,0,0,0,0,-1,20:29,18:31,0:00,1:58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,5,0.00%,0,0
Dylan Strome,WSH,F,1,0,0,0,0,0,13:38,13:04,0:34,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Brock Boeser,VAN,F,1,0,0,0,0,-2,15:50,13:24,2:26,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,0
Martin Fehervary,WSH,D,1,0,0,0,2,0,21:43,19:41,0:18,1:44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,4,1
Fabian Zetterlund,NJD,F,1,0,0,0,0,1,12:32,12:32,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,2,0
Teodors Blueger,PIT,C,1,0,0,0,0,-2,14:25,10:01,0:04,4:20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Jake Guentzel,PIT,F,1,0,0,0,0,-2,19:27,13:17,6:10,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Mark Jankowski,NSH,F,1,0,0,0,0,-1,13:01,12:23,0:38,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,2,0
Jacob Middleton,MIN,D,1,0,0,0,0,0,20:25,19:40,0:00,0:45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,3,0
Dysin Mayo,ARI,D,1,0,0,0,2,0,9:09,8:04,0:05,1:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,1
Mason Marchment,DAL,F,1,0,0,0,0,0,14:48,13:00,1:48,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Ukko-Pekka Luukkonen,BUF,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Joseph Woll,TOR,G,1,0,0,0,0,,,,,,0,0,0,0,0,0,0,,,,,,,,0,0,0.00%,0,0,0,,,,
Dante Fabbro,NSH,D,1,0,0,0,0,0,15:50,15:50,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Boris Katchouk,CHI,F,1,0,0,0,0,0,8:27,8:27,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Michael Mcleod,NJD,C,1,0,0,0,0,0,12:17,11:49,0:00,0:28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Mason Shaw,MIN,F,1,0,0,0,0,-1,11:39,11:03,0:00,0:36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,1,0
Logan Stanley,WPG,D,1,0,0,0,0,0,15:27,14:36,0:00,0:51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,2
Owen Tippett,PHI,F,1,0,0,0,0,-1,18:28,18:28,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,1,2
Filip Zadina,DET,F,1,0,0,0,0,-1,10:55,10:55,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,2,0
Miro Heiskanen,DAL,D,1,0,0,0,2,-1,24:22:00,19:38,4:44,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,5,0.00%,0,2
Henri Jokiharju,BUF,D,1,0,0,0,0,-1,18:41,15:39,0:12,2:50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,1,0.00%,0,0
Klim Kostin,EDM,F,1,0,0,0,0,1,8:17,8:17,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,2,0
Philipp Kurashev,CHI,F,1,0,0,0,0,-1,18:35,17:15,1:20,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,5,0.00%,0,1
Marian Studenic,DAL,F,1,0,0,0,0,0,8:17,8:17,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,1,0
Jesper Bratt,NJD,F,1,0,0,0,0,0,19:22,17:31,1:51,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,2,0.00%,0,0
Joey Anderson,TOR,F,1,0,0,0,0,-1,7:56,7:56,0:00,0:00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,0
Adam Fox,NYR,D,1,0,0,0,0,0,21:38,17:54,0:48,2:56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00%,0,0,0,0,0.00%,0,1
